team,season,name,gameId,playerTeam,opposingTeam,home_or_away,gameDate,position,situation,xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
CAR,2009,CAR,2009020192,CAR,S.J,HOME,20091101,Team Level,all,0.4598,0.5,0.4675,3600,26.792,2.362,1.757,6.314,0.872,14.086,10.609,2.289,2.277,2.204,26,10,15,51,1,3,0,4,1,13,14,25,35,5,10,24,41,6,2,25,10,1,0.909,1.165,0.287,0,1,0,47.736,36,34.07,2,0.386,0.475,0.475,2.274,2.192,2.14,30.09,2.775,2.12,6.805,0.969,16.707,11.624,2.719,2.943,2.882,25,16,10,51,5,2,1,5,1,12,16,20,36,3,6,35,25,4,4,29,10,2,0.591,1.267,0.917,0,3,2,53.458,41,42.809,1,0.468,0.483,0.483,2.76,2.912,2.849
CAR,2009,CAR,2009020192,CAR,S.J,HOME,20091101,Team Level,5on5,0.3424,0.4783,0.4118,2687,15.514,1.07,0.886,4.149,0.512,8.198,6.186,1.064,0.984,0.979,17,4,12,33,1,1,0,2,1,8,8,16,20,5,10,16,35,3,2,16,5,0,0.51,0.559,0,0,1,0,29.736,21,19.07,2,0.184,0.153,0.187,1.067,0.985,0.981,22.277,2.055,1.436,5.195,0.71,11.819,8.785,1.999,2.223,2.161,20,10,6,36,4,2,1,2,1,9,12,16,26,3,6,26,21,4,3,19,10,1,0.475,1.267,0.313,0,3,1,38.458,30,31.809,1,0.294,0.483,0.483,1.865,2.017,1.954
CAR,2009,CAR,2009020192,CAR,S.J,HOME,20091101,Team Level,4on5,0.0827,0.1765,0.1538,525,1.528,0.065,0.066,0.245,0.045,0.482,1.096,0.065,0.065,0.065,2,0,1,3,0,0,0,0,0,1,1,2,2,0,0,4,6,2,0,2,0,0,0.065,0,0,0,0,0,3,2,2,0,0.014,0,0,0.079,0.079,0.079,7.814,0.721,0.683,1.61,0.259,4.888,2.839,0.72,0.721,0.72,5,6,3,14,1,0,0,3,0,3,4,4,10,0,0,6,0,0,1,10,0,1,0.116,0,0.604,0,0,1,14,11,11,0,0.174,0,0,0.895,0.895,0.894
CAR,2009,CAR,2009020192,CAR,S.J,HOME,20091101,Team Level,5on4,1,1,1,360,9.094,1.202,0.739,1.773,0.286,4.878,3.123,1.135,1.202,1.135,7,5,2,14,0,2,0,2,0,4,4,7,12,0,0,4,0,1,0,6,5,1,0.308,0.606,0.287,0,0,0,14,12,12,0,0.171,0.321,0.287,1.086,1.086,1.037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAR,2009,CAR,2009020206,CAR,FLA,AWAY,20091104,Team Level,other,0.0364,0.5,0.4,115,1.499,0.028,0.066,0.387,0.051,0.911,0.556,0.028,0.028,0.028,2,0,1,3,0,0,0,0,0,2,0,2,2,1,2,2,1,0,1,2,0,0,0.028,0,0,0,0,0,3,2,2,0,0.015,0,0,0.043,0.043,0.043,1.663,0.741,0.114,0.278,0.089,1.068,0.71,0.739,0.741,0.739,1,2,0,3,1,0,0,0,1,0,1,0,2,1,2,0,1,1,0,1,1,1,0.035,0.122,0.583,0,0,1,3,3,3,0,0.032,0,0,0.773,0.773,0.771
CAR,2009,CAR,2009020206,CAR,FLA,AWAY,20091104,Team Level,all,0.3809,0.5773,0.5875,3600,31.894,1.679,2.135,6.973,0.998,19.501,15.712,1.669,1.748,1.737,32,15,9,56,0,0,0,4,1,15,27,32,47,8,16,25,31,4,7,40,7,0,0.908,0.772,0,0,0,0,56.899,47,47.696,6,0.458,0,0,2.137,2.218,2.204,22.588,2.729,1.596,5.213,0.81,13.656,8.996,2.681,2.705,2.657,25,8,8,41,3,0,0,6,1,12,11,22,30,6,12,25,23,6,5,23,7,3,0.905,0.822,1.003,0,0,3,40.882,33,32.986,3,0.359,0,0,3.088,3.06,3.007
CAR,2009,CAR,2009020206,CAR,FLA,AWAY,20091104,Team Level,5on5,0.5448,0.625,0.6296,2411,23.162,1.507,1.481,5.011,0.701,13.621,11.679,1.497,1.575,1.566,25,9,6,40,0,0,0,3,1,11,19,25,34,6,12,15,22,3,5,27,7,0,0.735,0.772,0,0,0,0,40.899,34,34.696,5,0.3,0,0,1.807,1.888,1.876,14,1.259,0.908,3.219,0.46,8.192,5.962,1.245,1.235,1.221,15,5,4,24,1,0,0,3,0,7,9,14,19,4,8,16,20,4,5,15,4,1,0.604,0.448,0.206,0,0,1,23.882,20,19.986,3,0.186,0,0,1.445,1.417,1.402
CAR,2009,CAR,2009020206,CAR,FLA,AWAY,20091104,Team Level,4on5,0.0532,0.0714,0.0909,546,0.695,0.041,0.026,0.067,0.019,0.27,0.577,0.041,0.041,0.041,0,1,0,1,0,0,0,0,0,0,1,0,1,1,2,4,7,0,0,1,0,0,0.041,0,0,0,0,0,1,1,1,0,0.006,0,0,0.046,0.046,0.046,6.925,0.729,0.574,1.715,0.261,4.396,2.325,0.697,0.729,0.697,9,1,3,13,1,0,0,3,0,5,1,8,9,1,2,6,0,0,0,7,2,1,0.265,0.251,0.213,0,0,1,13,10,10,0,0.141,0,0,0.87,0.87,0.834
CAR,2009,CAR,2009020206,CAR,FLA,AWAY,20091104,Team Level,5on4,1,0.9231,1,528,6.537,0.104,0.563,1.507,0.227,4.699,2.9,0.103,0.104,0.103,5,5,2,12,0,0,0,1,0,2,7,5,10,0,0,4,1,1,1,10,0,0,0.104,0,0,0,0,0,12,10,10,1,0.137,0,0,0.241,0.241,0.239,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CAR,2009,CAR,2009020220,CAR,TOR,HOME,20091106,Team Level,other,1,1,1,67,2.221,0.4,0.144,0.414,0.1,1.522,0.419,0.376,0.4,0.376,2,1,0,3,0,0,0,0,0,3,0,2,3,0,0,2,0,1,0,1,1,1,0.036,0.085,0.279,0,0,0,3,3,3,0,0.039,0,0,0.439,0.439,0.411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAR,2009,CAR,2009020220,CAR,TOR,HOME,20091106,Team Level,all,0.5504,0.5948,0.5823,3600,33.468,3.558,2.416,7.122,1.054,18.76,13.091,3.478,3.478,3.4,36,10,23,69,2,3,1,3,0,17,21,34,44,2,4,33,29,6,3,31,11,4,1.025,1.197,1.335,0,1,1,67.819,46,45.278,2,0.52,0.934,0.934,3.144,3.067,3.017,25.144,2.906,1.703,5.1,0.726,12.686,9.878,2.827,2.986,2.904,26,7,14,47,3,2,1,5,1,11,11,23,30,3,6,22,19,4,5,23,8,2,0.789,0.987,1.13,1,1,1,47.706,33,33.419,4,0.365,1.13,1.13,2.14,2.216,2.183
CAR,2009,CAR,2009020220,CAR,TOR,HOME,20091106,Team Level,5on5,0.5777,0.5743,0.5522,3129,27.037,2.768,1.961,5.927,0.828,14.832,10.683,2.722,2.688,2.644,30,7,21,58,2,3,1,3,0,11,18,28,35,2,4,24,26,5,3,26,8,3,0.802,0.91,1.056,0,1,1,56.819,37,36.278,2,0.409,0.934,0.934,2.243,2.165,2.155,22.695,2.023,1.476,4.746,0.678,11.667,9.409,1.948,2.102,2.025,23,7,13,43,2,1,0,5,1,10,11,21,28,3,6,20,17,4,3,21,8,1,0.76,0.987,0.276,1,1,0,43.706,30,30.419,3,0.304,0.276,0.276,2.051,2.127,2.093
CAR,2009,CAR,2009020220,CAR,TOR,HOME,20091106,Team Level,4on5,0.0339,0.2,0.25,164,0.688,0.031,0.022,0.093,0.019,0.211,0.625,0.031,0.031,0.031,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,3,1,0,0,1,0,0,0.031,0,0,0,0,0,1,1,1,0,0.005,0,0,0.036,0.036,0.036,2.449,0.883,0.228,0.354,0.048,1.018,0.469,0.879,0.883,0.879,3,0,1,4,1,1,1,0,0,1,0,2,2,0,0,2,0,0,1,2,0,1,0.029,0,0.854,0,0,1,4,3,3,0,0.061,0.854,0.854,0.09,0.09,0.09
CAR,2009,CAR,2009020220,CAR,TOR,HOME,20091106,Team Level,5on4,1,1,1,240,3.521,0.359,0.289,0.688,0.107,2.194,1.364,0.349,0.359,0.349,3,2,2,7,0,0,0,0,0,3,2,3,5,0,0,4,2,0,0,3,2,0,0.156,0.203,0,0,0,0,7,5,5,0,0.068,0,0,0.427,0.427,0.415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CAR,2009,CAR,2009020233,CAR,CBJ,AWAY,20091107,Team Level,other,0.907,0.7778,0.75,183,2.227,0.156,0.158,0.506,0.095,1.397,0.688,0.156,0.156,0.156,3,0,4,7,0,0,0,0,0,2,1,3,3,0,0,6,0,0,0,2,1,0,0.023,0.133,0,0,0,0,7,3,3,0,0.057,0,0,0.213,0.213,0.213,0.725,0.016,0.054,0.122,0.019,0.593,0.195,0.016,0.016,0.016,1,0,1,2,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0.016,0,0,0,0,0,2,1,1,0,0.014,0,0,0.03,0.03,0.03
CAR,2009,CAR,2009020233,CAR,CBJ,AWAY,20091107,Team Level,all,0.4518,0.5686,0.5429,3600,26.683,1.442,1.619,5.859,0.857,15.822,12.402,1.419,1.528,1.502,26,12,20,58,2,0,0,3,1,16,16,24,36,3,6,32,24,3,2,32,6,0,0.825,0.617,0,2,0,0,60.425,38,39.569,2,0.362,0,0,1.804,1.906,1.874,22.913,1.75,1.546,4.912,0.696,13.909,9.187,1.733,1.699,1.682,26,6,12,44,3,0,0,2,2,17,8,23,29,5,10,29,19,6,6,23,8,1,0.503,0.952,0.295,0,2,1,42.878,32,31.191,1,0.328,0,0,2.078,2.017,1.996
CAR,2009,CAR,2009020233,CAR,CBJ,AWAY,20091107,Team Level,5on5,0.4868,0.5507,0.5185,2675,19.476,1.234,1.213,4.407,0.626,11.744,8.776,1.211,1.32,1.294,19,9,10,38,2,0,0,3,1,11,11,17,26,3,6,20,22,1,1,23,5,0,0.75,0.484,0,2,0,0,40.425,28,29.569,1,0.245,0,0,1.48,1.581,1.55,18.65,1.301,1.151,4.092,0.548,10.976,7.932,1.297,1.25,1.246,21,5,5,31,3,0,0,2,1,12,8,18,23,2,4,24,17,6,5,20,5,1,0.421,0.585,0.295,0,2,1,29.878,26,25.191,1,0.237,0,0,1.538,1.477,1.472
CAR,2009,CAR,2009020233,CAR,CBJ,AWAY,20091107,Team Level,4on5,0.0668,0.3125,0.375,360,2.233,0.031,0.06,0.338,0.054,0.73,1.787,0.031,0.031,0.031,2,1,2,5,0,0,0,0,0,1,2,2,3,0,0,3,0,2,1,3,0,0,0.031,0,0,0,0,0,5,3,3,1,0.013,0,0,0.045,0.045,0.045,3.539,0.433,0.341,0.698,0.129,2.34,1.06,0.42,0.433,0.42,4,1,6,11,0,0,0,0,1,4,0,4,5,2,4,2,0,0,1,2,3,0,0.066,0.366,0,0,0,0,11,5,5,0,0.077,0,0,0.51,0.51,0.494
CAR,2009,CAR,2009020233,CAR,CBJ,AWAY,20091107,Team Level,5on4,1,1,1,382,2.746,0.021,0.188,0.608,0.082,1.95,1.151,0.021,0.021,0.021,2,2,4,8,0,0,0,0,0,2,2,2,4,0,0,3,2,0,0,4,0,0,0.021,0,0,0,0,0,8,4,4,0,0.046,0,0,0.067,0.067,0.067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAR,2009,CAR,2009020250,CAR,L.A,HOME,20091111,Team Level,other,0,0,0,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.814,0.82,0.217,0.498,0.113,1.861,0.49,0.819,0.82,0.819,1,3,4,8,1,0,0,0,0,2,1,0,3,0,0,0,0,0,0,3,0,1,0.043,0,0.777,0,0,1,8,4,4,0,0.077,0,0,0.897,0.897,0.895
CAR,2009,CAR,2009020250,CAR,L.A,HOME,20091111,Team Level,all,0.3176,0.4957,0.4699,3600,28.384,2.402,1.938,6.419,0.91,16.048,11.283,2.359,2.247,2.206,24,15,18,57,2,0,0,2,0,17,18,22,37,5,10,28,42,3,4,27,11,1,0.855,1.338,0.209,2,0,0,52.17,39,35.911,2,0.412,0,0,2.815,2.632,2.586,32.661,5.16,2.224,6.463,1.024,16.912,12.217,5.118,5.35,5.306,31,13,14,58,5,2,1,3,1,13,20,26,39,2,4,21,23,2,4,31,9,4,0.946,1.083,3.131,0,2,3,62.724,44,47.504,2,0.534,1.105,1.105,4.589,4.795,4.777
CAR,2009,CAR,2009020250,CAR,L.A,HOME,20091111,Team Level,5on5,0.4928,0.5543,0.5077,3064,23.726,1.818,1.545,5.579,0.763,13.525,9.77,1.787,1.662,1.635,20,13,18,51,2,0,0,1,0,15,15,18,31,4,8,22,41,3,4,25,7,1,0.728,0.881,0.209,2,0,0,46.17,33,29.911,2,0.317,0,0,2.134,1.952,1.921,23.159,1.871,1.577,5.182,0.782,12.734,9.853,1.851,2.061,2.039,23,9,9,41,2,1,0,3,1,10,15,21,30,2,4,18,21,1,3,23,9,0,0.789,1.083,0,0,2,0,45.724,32,35.504,2,0.323,0.163,0.163,2.031,2.238,2.221
CAR,2009,CAR,2009020250,CAR,L.A,HOME,20091111,Team Level,4on5,0.0512,0.1111,0.125,251,0.665,0.131,0.047,0.11,0.035,0.25,0.426,0.131,0.131,0.131,0,1,0,1,0,0,0,0,0,0,1,0,1,1,2,2,1,0,0,0,1,0,0,0.131,0,0,0,0,1,1,1,0,0.011,0,0,0.142,0.142,0.142,5.961,2.429,0.4,0.711,0.108,2.062,1.29,2.407,2.429,2.407,6,1,1,8,2,1,1,0,0,1,3,4,5,0,0,2,2,1,0,4,0,3,0.075,0,2.354,0,0,2,8,7,7,0,0.128,0.942,0.942,1.615,1.615,1.615
CAR,2009,CAR,2009020250,CAR,L.A,HOME,20091111,Team Level,5on4,0.919,0.8333,0.8333,159,3.993,0.454,0.346,0.729,0.112,2.272,1.087,0.44,0.454,0.44,4,1,0,5,0,0,0,1,0,2,2,4,5,0,0,3,0,0,0,2,3,0,0.127,0.327,0,0,0,0,5,5,5,0,0.084,0,0,0.538,0.538,0.523,0.727,0.04,0.029,0.072,0.02,0.255,0.584,0.04,0.04,0.04,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,0.04,0,0,0,0,0,1,1,1,0,0.006,0,0,0.046,0.046,0.046
CAR,2009,CAR,2009020263,CAR,NYI,HOME,20091113,Team Level,other,0.486,0.7895,0.6923,254,6.251,0.54,0.367,1.4,0.227,3.628,2.839,0.52,0.54,0.52,5,4,6,15,0,0,0,1,1,4,3,5,9,0,0,6,2,1,3,7,2,0,0.309,0.231,0,0,0,0,15,9,9,0,0.106,0,0,0.645,0.645,0.619,3.192,0.571,0.185,0.594,0.094,1.163,1.393,0.552,0.571,0.552,4,0,0,4,1,1,0,0,0,0,2,3,3,1,2,6,2,2,0,1,2,1,0.067,0.285,0.218,0,0,1,4,4,4,0,0.047,0.181,0.181,0.437,0.437,0.436
CAR,2009,CAR,2009020263,CAR,NYI,HOME,20091113,Team Level,all,0.4488,0.6303,0.573,3885,36.733,3.101,2.315,8.304,1.214,20.241,15.826,2.98,2.919,2.804,28,23,24,75,3,2,1,7,3,17,19,25,48,5,10,33,48,8,10,37,11,3,1.051,1.295,0.755,1,1,1,69.776,51,47.568,3,0.523,0.514,0.514,3.11,2.922,2.829,27.547,3.808,1.796,5.583,0.833,13.377,12.602,3.581,3.954,3.722,25,13,6,44,4,2,1,2,2,7,21,21,34,5,12,24,22,12,2,26,6,6,0.718,0.761,2.328,0,0,4,47.876,38,41.213,1,0.43,0.385,0.385,3.853,3.994,3.799
CAR,2009,CAR,2009020263,CAR,NYI,HOME,20091113,Team Level,5on5,0.6017,0.641,0.5806,3125,26.52,1.917,1.528,6.26,0.851,14.595,10.849,1.862,1.735,1.687,20,16,14,50,2,1,0,6,2,10,15,18,34,4,8,23,41,7,7,27,7,2,0.627,0.841,0.449,1,1,0,44.776,36,32.568,3,0.314,0.209,0.209,2.022,1.835,1.789,18.519,1.269,1.116,4.084,0.554,9.736,9.241,1.237,1.416,1.379,17,9,2,28,1,1,1,2,1,6,15,16,25,3,8,14,19,10,2,21,4,1,0.589,0.476,0.205,0,0,1,31.876,26,29.213,1,0.223,0.205,0.205,1.288,1.429,1.422
CAR,2009,CAR,2009020263,CAR,NYI,HOME,20091113,Team Level,4on5,0,0,0,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.159,1.951,0.472,0.814,0.168,2.241,1.354,1.775,1.951,1.775,3,4,4,11,2,0,0,0,1,1,3,1,5,1,2,2,0,0,0,3,0,4,0.046,0,1.906,0,0,2,11,7,7,0,0.153,0,0,2.104,2.104,1.918
CAR,2009,CAR,2009020263,CAR,NYI,HOME,20091113,Team Level,5on4,0.9758,0.9091,0.8571,253,3.962,0.644,0.42,0.644,0.137,2.017,2.138,0.598,0.644,0.598,3,3,4,10,1,1,1,0,0,3,1,2,5,0,0,1,2,0,0,3,2,1,0.116,0.222,0.306,0,0,1,10,6,6,0,0.104,0.306,0.306,0.442,0.442,0.421,0.677,0.016,0.023,0.091,0.018,0.238,0.614,0.016,0.016,0.016,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,2,1,0,0,1,0,0,0.016,0,0,0,0,0,1,1,1,0,0.007,0,0,0.023,0.023,0.023
CAR,2009,CAR,2009020280,CAR,MIN,HOME,20091115,Team Level,other,0.4053,0.4545,0.5,30,3.753,0.274,0.166,0.771,0.116,1.683,1.99,0.274,0.274,0.274,4,1,0,5,0,0,0,0,0,2,3,4,5,0,0,2,1,0,0,3,2,0,0.088,0.186,0,0,0,0,5,5,5,0,0.04,0,0,0.313,0.313,0.313,3.765,0.402,0.189,0.863,0.117,1.529,1.9,0.402,0.402,0.402,4,1,1,6,0,0,0,1,0,0,4,4,5,0,0,3,0,0,0,3,2,0,0.101,0.301,0,0,0,0,6,5,5,0,0.047,0,0,0.449,0.449,0.449
CAR,2009,CAR,2009020280,CAR,MIN,HOME,20091115,Team Level,all,0.4574,0.4917,0.5051,3900,36.622,3.591,2.57,8.273,1.176,18.701,15.689,3.448,3.58,3.434,35,15,9,59,4,3,0,6,2,15,20,31,46,3,6,32,20,6,9,34,13,3,1.088,1.783,0.72,2,1,1,59.96,50,50.495,6,0.568,0.306,0.306,3.852,3.837,3.736,37.397,4.26,2.693,8.425,1.158,17.605,14.858,3.903,4.253,3.898,32,17,12,61,4,8,2,4,1,10,22,28,45,6,12,34,13,9,4,33,9,7,0.9,1.179,2.181,1,1,2,59.433,49,47.947,2,0.598,2.202,2.202,2.656,2.667,2.593
CAR,2009,CAR,2009020280,CAR,MIN,HOME,20091115,Team Level,5on5,0.4397,0.4941,0.5217,3105,25.816,2.394,1.741,6.175,0.874,13.196,11.619,2.289,2.383,2.275,24,12,6,42,1,3,0,4,2,10,16,23,35,3,6,22,18,5,7,27,6,3,0.786,0.889,0.72,0,0,1,42.96,36,36.495,6,0.368,0.306,0.306,2.456,2.441,2.382,24.957,3.051,1.707,5.884,0.778,11.982,9.597,2.816,3.044,2.811,21,12,10,43,4,6,2,1,0,8,14,17,29,4,8,23,13,7,3,22,5,6,0.687,0.621,1.743,1,1,2,41.433,33,31.947,2,0.362,1.62,1.62,1.793,1.804,1.736
CAR,2009,CAR,2009020280,CAR,MIN,HOME,20091115,Team Level,4on5,0,0,0,340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.289,0.086,0.554,1.192,0.16,3.163,1.846,0.085,0.086,0.085,4,3,1,8,0,0,0,2,0,2,3,4,7,1,2,6,0,0,1,7,0,0,0.086,0,0,0,0,0,8,7,7,0,0.138,0,0,0.223,0.223,0.222
CAR,2009,CAR,2009020280,CAR,MIN,HOME,20091115,Team Level,5on4,0.5611,0.75,0.6923,425,7.053,0.923,0.662,1.327,0.186,3.822,2.08,0.886,0.923,0.886,7,2,3,12,3,0,0,2,0,3,1,4,6,0,0,8,1,0,2,4,5,0,0.214,0.709,0,2,1,0,12,9,9,0,0.16,0,0,1.083,1.083,1.041,3.386,0.722,0.243,0.486,0.103,0.931,1.515,0.6,0.722,0.6,3,1,0,4,0,2,0,0,1,0,1,3,4,1,2,2,0,2,0,1,2,1,0.026,0.257,0.438,0,0,0,4,4,4,0,0.052,0.582,0.582,0.191,0.191,0.187
CAR,2009,CAR,2009020290,CAR,MTL,AWAY,20091117,Team Level,other,0.7458,0.6818,0.6316,125,9.032,0.663,0.735,1.823,0.268,4.685,3.826,0.649,0.663,0.649,9,3,3,15,0,1,0,1,0,4,6,9,12,0,0,3,0,0,0,11,0,1,0.311,0,0.352,0,0,0,15,12,12,0,0.212,0.352,0.352,0.523,0.523,0.521,4.844,0.226,0.231,1.211,0.153,2.45,2.729,0.224,0.226,0.224,4,3,0,7,0,0,0,0,0,2,5,4,7,1,4,2,0,0,0,6,1,0,0.144,0.082,0,0,0,0,7,7,7,0,0.053,0,0,0.279,0.279,0.276
CAR,2009,CAR,2009020290,CAR,MTL,AWAY,20091117,Team Level,all,0.4992,0.5041,0.5,3900,32.679,2.515,2.305,7.516,1.048,18.077,14.54,2.444,2.637,2.562,32,14,16,62,2,3,0,10,3,9,19,30,44,4,8,37,24,6,9,36,7,3,0.865,0.786,0.864,1,1,0,64.528,46,47.618,9,0.556,0.864,0.864,2.207,2.298,2.277,32.675,2.523,2.29,7.076,1.072,18.253,14.785,2.431,2.457,2.367,35,11,15,61,2,2,1,8,0,16,18,33,44,5,12,30,14,9,14,31,15,0,0.897,1.626,0,1,1,0,59.487,46,44.855,13,0.509,0.202,0.202,2.83,2.751,2.68
CAR,2009,CAR,2009020290,CAR,MTL,AWAY,20091117,Team Level,5on5,0.5674,0.5128,0.4909,2936,18.768,1.76,1.25,4.534,0.63,10.749,8.077,1.702,1.882,1.82,17,10,13,40,2,2,0,7,2,5,9,15,25,4,8,26,22,5,9,18,7,2,0.462,0.786,0.512,1,1,0,42.528,27,28.618,9,0.257,0.512,0.512,1.504,1.595,1.576,20.045,1.342,1.396,4.198,0.653,11.346,9.066,1.314,1.276,1.25,23,5,10,38,2,1,1,6,0,12,7,21,26,4,8,23,13,5,13,20,8,0,0.515,0.826,0,1,1,0,36.487,28,26.855,13,0.288,0.01,0.01,1.619,1.54,1.509
CAR,2009,CAR,2009020290,CAR,MTL,AWAY,20091117,Team Level,4on5,0.0708,0.1538,0.1818,360,1.452,0.06,0.046,0.216,0.039,0.422,1.216,0.06,0.06,0.06,2,0,0,2,0,0,0,0,0,0,2,2,2,0,0,3,1,0,0,2,0,0,0.06,0,0,0,0,0,2,2,2,0,0.011,0,0,0.071,0.071,0.071,6.295,0.788,0.582,1.47,0.23,3.955,1.975,0.725,0.788,0.725,7,2,2,11,0,1,0,2,0,2,4,7,9,0,0,3,0,3,1,4,5,0,0.169,0.618,0,0,0,0,11,9,9,0,0.151,0.192,0.192,0.746,0.746,0.709
CAR,2009,CAR,2009020290,CAR,MTL,AWAY,20091117,Team Level,5on4,0.16,0.5,0.7143,479,3.426,0.032,0.273,0.943,0.111,2.22,1.421,0.032,0.032,0.032,4,1,0,5,0,0,0,2,1,0,2,4,5,0,0,5,1,1,0,5,0,0,0.032,0,0,0,0,0,5,5,5,0,0.076,0,0,0.108,0.108,0.108,1.491,0.168,0.081,0.198,0.036,0.503,1.015,0.168,0.168,0.168,1,1,3,5,0,0,0,0,0,0,2,1,2,0,0,2,1,1,0,1,1,0,0.068,0.099,0,0,0,0,5,2,2,0,0.018,0,0,0.186,0.186,0.186
CAR,2009,CAR,2009020299,CAR,TOR,HOME,20091119,Team Level,other,0.375,0.6154,0.5455,54,4.188,0.3,0.288,0.939,0.135,2.487,1.851,0.3,0.3,0.3,4,2,2,8,1,0,0,1,0,1,3,3,5,0,0,4,3,0,0,4,2,0,0.137,0.164,0,0,1,0,8,6,6,0,0.07,0,0,0.371,0.371,0.371,3.959,0.5,0.191,1.013,0.115,1.452,1.728,0.489,0.5,0.489,4,1,0,5,0,1,0,3,0,0,1,4,5,0,0,4,2,0,0,4,0,1,0.147,0,0.354,0,0,0,5,5,5,0,0.049,0.354,0.354,0.195,0.195,0.195
