team,season,name,gameId,playerTeam,opposingTeam,home_or_away,gameDate,position,situation,xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
CAR,2016,CAR,2016020300,CAR,MTL,AWAY,20161124,Team Level,other,0.6453,0.8571,0.75,104,2.642,0.666,0.151,0.529,0.088,1.012,0.555,0.666,0.666,0.666,3,0,3,6,0,0,0,0,0,1,2,3,3,0,0,3,1,0,0,2,0,1,0.101,0,0.565,0,0,0,6,3,3,0,0.054,0,0,0.72,0.72,0.72,0.5,0.366,0.008,0.022,0.015,0.137,0.453,0.366,0.366,0.366,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0.366,0,0,0,1,1,1,1,0.003,0,0,0.368,0.368,0.368
CAR,2016,CAR,2016020300,CAR,MTL,AWAY,20161124,Team Level,all,0.5946,0.6075,0.6,3600,33.063,3.055,2.156,8.444,1.121,17.714,12.51,2.98,3.149,3.073,32,13,20,65,1,4,0,7,1,17,15,31,44,2,4,29,19,5,12,35,6,4,0.821,0.694,1.54,1,0,0,65.908,45,45.447,12,0.483,0.931,0.931,2.607,2.675,2.658,21.701,2.083,1.557,5.408,0.68,11.768,8.504,2.051,2.048,2.016,22,8,12,42,2,2,1,6,2,11,7,20,28,3,6,26,28,10,23,24,4,2,0.906,0.565,0.612,0,1,1,41.511,30,29.792,21,0.333,0.305,0.305,2.111,2.07,2.043
CAR,2016,CAR,2016020300,CAR,MTL,AWAY,20161124,Team Level,5on5,0.6273,0.5977,0.6,2896,26.256,2.356,1.699,6.96,0.899,13.829,10.257,2.281,2.45,2.374,28,8,16,52,1,4,0,7,1,14,9,27,35,2,4,21,16,3,9,27,6,3,0.687,0.694,0.975,1,0,0,52.908,36,36.447,9,0.356,0.931,0.931,1.781,1.849,1.832,17.711,1.4,1.241,4.634,0.557,9.219,6.95,1.388,1.365,1.353,18,6,11,35,2,2,1,5,1,8,6,16,22,3,6,24,27,9,20,20,3,1,0.715,0.438,0.246,0,1,1,34.511,24,23.792,18,0.255,0.305,0.305,1.35,1.309,1.307
CAR,2016,CAR,2016020300,CAR,MTL,AWAY,20161124,Team Level,4on5,0,0,0,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3.49,0.317,0.308,0.752,0.109,2.412,1.101,0.297,0.317,0.297,4,1,1,6,0,0,0,1,0,3,1,4,5,0,0,0,0,0,0,4,1,0,0.191,0.126,0,0,0,0,6,5,5,0,0.075,0,0,0.393,0.393,0.367
CAR,2016,CAR,2016020300,CAR,MTL,AWAY,20161124,Team Level,5on4,1,1,1,360,4.166,0.033,0.306,0.955,0.134,2.874,1.698,0.033,0.033,0.033,1,5,1,7,0,0,0,0,0,2,4,1,6,0,0,2,0,2,0,6,0,0,0.033,0,0,0,0,0,7,6,6,0,0.073,0,0,0.106,0.106,0.106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
CAR,2016,CAR,2016020314,CAR,OTT,AWAY,20161126,Team Level,other,1,1,1,132,4.269,0.467,0.396,0.783,0.131,3.228,0.995,0.39,0.467,0.39,6,0,2,8,0,0,0,1,0,5,0,6,6,0,0,2,0,0,0,4,2,0,0.19,0.277,0,0,0,0,8,6,6,0,0.141,0,0,0.608,0.608,0.501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAR,2016,CAR,2016020314,CAR,OTT,AWAY,20161126,Team Level,all,0.5759,0.5938,0.5811,3600,31.105,2.66,1.998,7.772,0.992,17.357,12.221,2.548,2.807,2.692,33,10,14,57,1,2,1,8,1,11,20,32,42,1,2,23,14,2,6,34,6,3,0.99,0.687,0.983,0,0,1,59.217,43,44.591,6,0.478,0.742,0.742,2.395,2.492,2.376,23.045,1.959,1.397,5.514,0.711,12.05,9.369,1.878,1.839,1.764,24,7,8,39,2,3,0,4,0,6,16,22,29,1,2,27,26,7,17,23,6,2,0.538,0.75,0.672,0,2,0,37.201,31,29.6,10,0.29,0.848,0.848,1.402,1.327,1.267
CAR,2016,CAR,2016020314,CAR,OTT,AWAY,20161126,Team Level,5on5,0.5334,0.5581,0.5455,3348,26.056,2.171,1.577,6.854,0.84,13.927,10.631,2.137,2.319,2.281,26,10,12,48,1,2,1,7,1,5,20,25,35,1,2,19,14,2,6,29,4,3,0.778,0.41,0.983,0,0,1,50.217,36,37.591,6,0.331,0.742,0.742,1.76,1.857,1.847,22.318,1.899,1.338,5.407,0.689,11.542,9.125,1.817,1.779,1.704,23,7,8,38,2,3,0,4,0,6,15,21,28,1,2,26,25,7,16,22,6,2,0.477,0.75,0.672,0,2,0,36.201,30,28.6,10,0.276,0.848,0.848,1.327,1.253,1.193
CAR,2016,CAR,2016020314,CAR,OTT,AWAY,20161126,Team Level,4on5,0.2593,0.5,0.5,120,0.78,0.021,0.026,0.135,0.021,0.202,0.595,0.021,0.021,0.021,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,2,0,0,0,1,0,0,0.021,0,0,0,0,0,1,1,1,0,0.006,0,0,0.027,0.027,0.027,0.727,0.06,0.059,0.107,0.022,0.508,0.244,0.06,0.06,0.06,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0.06,0,0,0,0,0,1,1,1,0,0.014,0,0,0.074,0.074,0.074
CAR,2016,CAR,2016020314,CAR,OTT,AWAY,20161126,Team Level,5on4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAR,2016,CAR,2016020324,CAR,FLA,HOME,20161127,Team Level,other,0,0.25,0,81,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.765,0.008,0.037,0.166,0.018,0.449,0.322,0.008,0.008,0.008,0,1,2,3,0,0,0,0,0,1,0,0,1,0,0,4,0,1,1,1,0,0,0.008,0,0,0,0,0,3,1,1,0,0.007,0,0,0.015,0.015,0.015
CAR,2016,CAR,2016020324,CAR,FLA,HOME,20161127,Team Level,all,0.462,0.3772,0.3976,3600,24.219,2.767,1.66,5.457,0.82,12.614,9.683,2.626,2.66,2.521,27,6,10,43,3,6,0,3,0,12,9,24,30,4,8,23,23,12,8,20,9,4,0.68,1.116,0.97,1,2,0,41.444,33,31.68,3,0.357,1.126,1.126,1.998,1.916,1.902,34.1,3.222,2.217,8.198,1.203,20.096,15.064,3.187,3.358,3.318,33,17,21,71,2,4,2,4,3,17,20,31,48,2,4,26,14,9,8,40,7,3,0.939,0.87,1.413,0,0,2,74.59,50,52.505,2,0.483,1.222,1.222,2.484,2.597,2.571
CAR,2016,CAR,2016020324,CAR,FLA,HOME,20161127,Team Level,5on5,0.5428,0.4157,0.4308,3035,20.355,2.136,1.382,4.839,0.7,11.038,7.905,2.036,2.029,1.931,23,5,9,37,2,5,0,3,0,11,7,21,26,3,6,17,22,11,8,18,8,2,0.537,1.036,0.564,0,2,0,35.444,28,26.68,3,0.292,0.925,0.925,1.503,1.421,1.41,24.63,1.799,1.524,6.314,0.92,14.766,11.677,1.767,1.934,1.899,23,14,15,52,1,3,1,4,2,11,16,22,36,2,4,18,14,8,6,30,6,1,0.86,0.735,0.204,0,0,1,55.59,37,39.505,1,0.309,0.392,0.392,1.716,1.829,1.805
CAR,2016,CAR,2016020324,CAR,FLA,HOME,20161127,Team Level,4on5,0.2686,0.1765,0.2143,321,2.447,0.47,0.166,0.32,0.079,0.645,1.32,0.428,0.47,0.428,2,1,0,3,0,1,0,0,0,0,2,2,3,1,2,2,1,0,0,1,0,2,0.063,0,0.406,0,0,0,3,3,3,0,0.036,0.201,0.201,0.305,0.305,0.302,7.895,1.28,0.623,1.552,0.24,4.671,2.634,1.276,1.28,1.276,9,2,3,14,1,1,1,0,0,5,4,8,10,0,0,2,0,0,0,9,0,2,0.071,0,1.209,0,0,1,14,11,11,0,0.16,0.83,0.83,0.61,0.61,0.608
CAR,2016,CAR,2016020324,CAR,FLA,HOME,20161127,Team Level,5on4,0.5439,0.5,0.6667,163,1.417,0.161,0.111,0.298,0.042,0.93,0.458,0.161,0.161,0.161,2,0,0,2,1,0,0,0,0,1,0,1,1,0,0,3,0,1,0,1,1,0,0.08,0.081,0,1,0,0,2,2,2,0,0.029,0,0,0.19,0.19,0.19,0.81,0.135,0.033,0.165,0.025,0.21,0.432,0.135,0.135,0.135,1,0,1,2,0,0,0,0,1,0,0,1,1,0,0,2,0,0,1,0,1,0,0,0.135,0,0,0,0,2,1,1,1,0.008,0,0,0.143,0.143,0.143
CAR,2016,CAR,2016020330,CAR,NYR,AWAY,20161129,Team Level,other,0.9776,0.6364,0.8571,201,4.509,1.049,0.321,0.978,0.179,2.164,1.308,0.858,1.049,0.858,5,1,1,7,0,2,0,0,0,2,2,5,6,2,4,0,1,0,1,4,0,2,0.188,0,0.861,0,0,0,7,6,6,0,0.106,0.861,0.861,0.294,0.294,0.286,0.718,0.024,0.045,0.239,0.034,0.321,0.336,0.024,0.024,0.024,0,1,3,4,0,0,0,0,0,0,1,0,1,0,0,2,0,1,1,1,0,0,0.024,0,0,0,0,0,4,1,1,1,0.011,0,0,0.034,0.034,0.034
CAR,2016,CAR,2016020330,CAR,NYR,AWAY,20161129,Team Level,all,0.4937,0.5607,0.5429,3600,27.23,2.532,1.89,5.997,0.929,15.306,11.346,2.33,2.658,2.455,28,10,22,60,2,2,0,6,0,14,14,26,36,4,8,27,9,5,16,30,6,2,1.003,0.668,0.861,0,2,0,64.409,38,40.649,7,0.45,0.861,0.861,2.12,2.271,2.25,23.546,2.597,1.713,5.33,0.758,12.392,9.21,2.432,2.473,2.313,21,11,15,47,3,4,1,2,1,9,13,18,29,3,6,20,19,6,18,19,11,2,0.761,1.268,0.567,1,1,1,44.461,32,30.321,7,0.368,0.761,0.761,2.205,2.077,2.044
CAR,2016,CAR,2016020330,CAR,NYR,AWAY,20161129,Team Level,5on5,0.4402,0.5488,0.5,2939,18.609,1.39,1.277,4.072,0.61,10.441,8.209,1.381,1.516,1.506,17,9,19,45,2,0,0,4,0,9,11,15,24,2,4,23,8,3,13,20,6,0,0.722,0.668,0,0,2,0,49.409,26,28.649,7,0.262,0,0,1.652,1.803,1.792,19.102,1.768,1.369,4.303,0.591,10.487,7.483,1.722,1.644,1.603,17,9,11,37,2,2,0,2,1,8,11,15,24,3,6,14,19,5,14,16,10,0,0.616,1.152,0,1,1,0,34.461,26,24.321,6,0.285,0.193,0.193,1.859,1.731,1.705
CAR,2016,CAR,2016020330,CAR,NYR,AWAY,20161129,Team Level,4on5,0.039,0.1667,0.2,220,0.728,0.031,0.026,0.112,0.019,0.237,0.574,0.031,0.031,0.031,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,2,0,0,0,1,0,0,0.031,0,0,0,0,0,1,1,1,0,0.006,0,0,0.037,0.037,0.037,3.043,0.763,0.267,0.687,0.113,1.378,0.791,0.644,0.763,0.644,4,0,1,5,1,2,1,0,0,1,0,3,3,0,0,3,0,0,3,1,1,2,0.079,0.116,0.567,0,0,1,5,4,4,0,0.066,0.567,0.567,0.262,0.262,0.254
CAR,2016,CAR,2016020330,CAR,NYR,AWAY,20161129,Team Level,5on4,0.5922,0.875,0.8333,240,3.385,0.061,0.265,0.835,0.12,2.464,1.255,0.061,0.061,0.061,5,0,2,7,0,0,0,1,0,3,1,5,5,0,0,2,0,2,2,5,0,0,0.061,0,0,0,0,0,7,5,5,0,0.075,0,0,0.136,0.136,0.135,0.682,0.042,0.032,0.101,0.02,0.206,0.599,0.042,0.042,0.042,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0.042,0,0,0,0,0,1,1,1,0,0.008,0,0,0.049,0.049,0.049
CAR,2016,CAR,2016020345,CAR,BOS,AWAY,20161201,Team Level,other,0.1744,0.2381,0.2941,87,3.716,0.241,0.186,0.789,0.105,1.719,1.959,0.241,0.241,0.241,4,1,0,5,0,0,0,2,0,1,2,4,5,1,2,0,0,0,1,5,0,0,0.241,0,0,0,0,0,5,5,5,1,0.049,0,0,0.291,0.291,0.29,8.773,1.141,0.84,1.484,0.272,5.26,3.004,0.991,1.141,0.991,7,5,4,16,1,0,0,2,0,6,3,6,11,0,0,8,1,1,1,3,9,0,0.074,1.067,0,0,1,0,16,12,12,1,0.234,0,0,1.375,1.375,1.189
CAR,2016,CAR,2016020345,CAR,BOS,AWAY,20161201,Team Level,all,0.4402,0.3846,0.3895,3900,28.153,2.843,1.832,6.603,0.87,13.423,11.429,2.801,2.996,2.952,30,7,13,50,1,1,0,12,1,10,12,29,36,4,8,29,20,11,10,27,6,4,0.798,0.857,1.188,0,0,1,52.242,37,38.592,2,0.425,0.055,0.055,3.214,3.381,3.332,41.34,3.616,3.029,8.365,1.253,24.173,17.565,3.421,3.462,3.271,35,23,22,80,1,0,0,11,3,20,23,34,57,2,4,40,26,3,13,36,22,0,1.062,2.553,0,0,1,0,76.34,58,55.282,4,0.685,0,0,4.301,4.119,3.884
CAR,2016,CAR,2016020345,CAR,BOS,AWAY,20161201,Team Level,5on5,0.4908,0.4105,0.3857,3241,20.775,2.156,1.329,5.093,0.657,9.633,8.132,2.114,2.308,2.265,22,5,12,39,0,1,0,9,1,8,8,22,27,3,6,24,20,10,9,18,6,3,0.488,0.857,0.811,0,0,0,41.242,27,28.592,1,0.284,0.055,0.055,2.385,2.552,2.504,30.634,2.237,2.036,6.457,0.898,17.515,13.856,2.194,2.084,2.044,28,15,13,56,0,0,0,9,3,13,18,28,43,1,2,29,22,2,12,31,12,0,0.893,1.344,0,0,0,0,52.34,43,40.282,3,0.415,0,0,2.652,2.47,2.423
CAR,2016,CAR,2016020345,CAR,BOS,AWAY,20161201,Team Level,4on5,0.1649,0.1111,0.25,434,0.835,0.047,0.03,0.152,0.017,0.242,0.512,0.047,0.047,0.047,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,3,0,1,0,1,0,0,0.047,0,0,0,0,0,1,1,1,0,0.007,0,0,0.054,0.054,0.054,1.933,0.238,0.153,0.424,0.082,1.397,0.705,0.236,0.238,0.236,0,3,5,8,0,0,0,0,0,1,2,0,3,1,2,1,2,0,0,2,1,0,0.096,0.142,0,0,0,0,8,3,3,0,0.036,0,0,0.274,0.274,0.271
CAR,2016,CAR,2016020345,CAR,BOS,AWAY,20161201,Team Level,5on4,1,1,1,138,2.827,0.399,0.287,0.568,0.09,1.829,0.827,0.399,0.399,0.399,3,1,1,5,1,0,0,1,0,0,2,2,3,0,0,2,0,0,0,3,0,1,0.022,0,0.377,0,0,1,5,4,4,0,0.085,0,0,0.485,0.485,0.485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAR,2016,CAR,2016020360,CAR,NYR,AWAY,20161203,Team Level,other,0.0352,0.5,0.25,197,0.744,0.028,0.047,0.159,0.02,0.567,0.179,0.028,0.028,0.028,0,1,2,3,0,0,0,0,0,1,0,0,1,1,2,4,1,0,4,1,0,0,0.028,0,0,0,0,0,3,1,1,0,0.016,0,0,0.044,0.044,0.044,2.184,0.768,0.068,0.443,0.058,0.851,0.813,0.768,0.768,0.768,1,2,0,3,0,0,0,0,0,0,3,1,3,0,0,0,0,1,0,2,0,1,0.04,0,0.728,0,0,0,3,3,3,0,0.016,0,0,0.783,0.783,0.783
CAR,2016,CAR,2016020360,CAR,NYR,AWAY,20161203,Team Level,all,0.4393,0.5534,0.5373,3600,25.761,2.146,1.769,5.686,0.809,14.962,10.629,2.012,2.175,2.04,28,8,21,57,2,2,0,5,0,14,13,26,34,2,4,26,18,7,17,27,7,2,0.743,0.913,0.49,2,0,0,56.662,36,35.448,8,0.373,0.403,0.403,2.116,2.141,2.066,22.104,2.739,1.429,5.121,0.743,11.705,9.263,2.643,2.701,2.605,23,8,15,46,4,3,2,4,0,7,13,19,27,3,6,22,26,9,15,21,8,2,0.556,1.096,1.086,1,2,1,45.774,31,30.763,7,0.303,0.721,0.721,2.321,2.286,2.268
CAR,2016,CAR,2016020360,CAR,NYR,AWAY,20161203,Team Level,5on5,0.5329,0.5618,0.5763,3071,24.244,2.104,1.634,5.429,0.766,13.853,10.214,1.97,2.133,1.998,28,6,16,50,2,2,0,5,0,12,13,26,32,1,2,17,17,6,12,25,7,2,0.701,0.913,0.49,2,0,0,49.662,34,33.448,8,0.335,0.403,0.403,2.037,2.062,1.987,17.791,1.844,1.24,4.23,0.614,9.945,7.126,1.748,1.806,1.711,21,4,14,39,4,3,2,4,0,6,8,17,21,2,4,20,24,7,13,16,8,1,0.39,1.096,0.359,1,2,1,38.774,25,24.763,7,0.261,0.721,0.721,1.384,1.349,1.331
CAR,2016,CAR,2016020360,CAR,NYR,AWAY,20161203,Team Level,4on5,0,0,0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.367,0.076,0.101,0.354,0.051,0.662,0.756,0.076,0.076,0.076,1,1,1,3,0,0,0,0,0,1,1,1,2,0,0,1,0,0,2,2,0,0,0.076,0,0,0,0,0,3,2,2,0,0.022,0,0,0.098,0.098,0.098
CAR,2016,CAR,2016020360,CAR,NYR,AWAY,20161203,Team Level,5on4,0.2121,0.8,0.5,172,0.773,0.014,0.089,0.098,0.023,0.541,0.236,0.014,0.014,0.014,0,1,3,4,0,0,0,0,0,1,0,0,1,0,0,3,0,0,1,1,0,0,0.014,0,0,0,0,0,4,1,1,0,0.021,0,0,0.035,0.035,0.035,0.763,0.052,0.02,0.094,0.02,0.247,0.568,0.052,0.052,0.052,0,1,0,1,0,0,0,0,0,0,1,0,1,1,2,1,2,1,0,1,0,0,0.052,0,0,0,0,0,1,1,1,0,0.004,0,0,0.056,0.056,0.056
CAR,2016,CAR,2016020371,CAR,T.B,HOME,20161204,Team Level,other,0.6797,0.6667,0.6667,59,1.505,0.087,0.076,0.254,0.042,0.666,0.874,0.087,0.087,0.087,2,0,0,2,1,0,0,0,0,1,0,1,1,1,2,0,0,1,1,2,0,0,0.087,0,0,1,0,0,2,2,2,1,0.019,0,0,0.106,0.106,0.106,0.791,0.041,0.033,0.188,0.027,0.314,0.397,0.041,0.041,0.041,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,3,0,0,0,1,0,0,0.041,0,0,0,0,0,1,1,1,0,0.009,0,0,0.05,0.05,0.05
CAR,2016,CAR,2016020371,CAR,T.B,HOME,20161204,Team Level,all,0.5791,0.5378,0.5169,3686,32.144,2.627,2.064,7.586,1.069,19.204,13.45,2.54,2.558,2.472,30,16,18,64,1,1,0,9,2,15,18,29,45,5,10,22,17,7,13,38,6,2,1.34,0.735,0.551,1,0,0,62.68,46,45.078,6,0.459,0.269,0.269,2.817,2.736,2.652,30.719,1.909,2.048,6.626,0.99,17.82,13.608,1.81,1.985,1.881,30,13,12,55,0,2,0,5,1,18,17,30,43,4,8,27,32,9,9,36,6,1,0.869,0.744,0.296,0,0,0,56.056,43,43.854,4,0.449,0.305,0.305,2.053,2.127,2.046
CAR,2016,CAR,2016020371,CAR,T.B,HOME,20161204,Team Level,5on5,0.4974,0.5714,0.5333,2597,22.309,1.528,1.325,5.4,0.711,13.374,9.661,1.518,1.459,1.45,21,11,12,44,0,0,0,8,2,8,14,21,32,4,8,16,16,4,7,28,3,1,0.886,0.36,0.282,0,0,0,42.68,32,31.078,3,0.27,0,0,1.798,1.717,1.704,20.086,1.544,1.227,4.426,0.653,11.365,8.785,1.446,1.62,1.517,19,9,5,33,0,1,0,3,0,11,13,19,28,4,8,16,30,9,8,22,5,1,0.636,0.612,0.296,0,0,0,34.056,28,28.854,4,0.25,0.296,0.296,1.497,1.571,1.493
CAR,2016,CAR,2016020371,CAR,T.B,HOME,20161204,Team Level,4on5,0.3621,0.0526,0.0833,550,0.757,0.063,0.032,0.098,0.025,0.206,0.575,0.063,0.063,0.063,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,3,1,0,1,1,0,0,0.063,0,0,0,0,0,1,1,1,1,0.008,0,0,0.071,0.071,0.071,7.39,0.111,0.658,1.728,0.246,5.473,2.785,0.11,0.111,0.11,7,4,7,18,0,1,0,2,1,5,2,7,11,0,0,5,1,0,1,11,0,0,0.111,0,0,0,0,0,18,11,11,0,0.161,0.009,0.009,0.263,0.263,0.261
CAR,2016,CAR,2016020371,CAR,T.B,HOME,20161204,Team Level,5on4,0.8165,0.85,0.7857,480,7.572,0.948,0.63,1.833,0.291,4.957,2.34,0.872,0.948,0.872,6,5,6,17,0,1,0,1,0,6,3,6,11,0,0,3,0,2,4,7,3,1,0.304,0.375,0.269,0,0,0,17,11,11,1,0.162,0.269,0.269,0.841,0.841,0.771,2.452,0.213,0.131,0.284,0.064,0.668,1.64,0.213,0.213,0.213,3,0,0,3,0,0,0,0,0,1,2,3,3,0,0,3,1,0,0,2,1,0,0.081,0.132,0,0,0,0,3,3,3,0,0.029,0,0,0.242,0.242,0.242
CAR,2016,CAR,2016020393,CAR,ANA,AWAY,20161207,Team Level,other,0.0829,0.2,0.2857,21,1.414,0.035,0.091,0.346,0.05,0.896,0.582,0.035,0.035,0.035,2,0,0,2,0,0,0,0,0,1,1,2,2,0,0,3,1,0,0,2,0,0,0.035,0,0,0,0,0,2,2,2,0,0.027,0,0,0.062,0.062,0.062,3.307,0.387,0.232,0.688,0.114,2.191,1.388,0.377,0.387,0.377,4,1,3,8,0,0,0,1,0,3,1,4,5,1,2,1,1,3,2,3,2,0,0.126,0.261,0,0,0,0,8,5,5,0,0.06,0,0,0.447,0.447,0.437
CAR,2016,CAR,2016020393,CAR,ANA,AWAY,20161207,Team Level,all,0.5079,0.4692,0.5196,3900,36.968,2.997,2.599,8.344,1.205,22.302,15.554,2.992,3.133,3.128,34,19,8,61,5,1,0,9,1,18,19,29,48,2,4,26,14,6,14,47,2,4,0.987,0.308,1.702,1,1,3,64.293,53,55.58,5,0.594,0.01,0.01,3.58,3.742,3.734,34.333,2.904,2.234,7.859,1.093,20.652,14.257,2.84,2.765,2.703,38,11,20,69,5,4,2,5,0,15,20,33,44,5,10,36,27,7,19,39,9,1,1.249,1.203,0.452,1,3,1,65.607,49,46.668,10,0.481,0.91,0.91,2.475,2.36,2.337
CAR,2016,CAR,2016020393,CAR,ANA,AWAY,20161207,Team Level,5on5,0.4297,0.4362,0.48,3063,24.786,1.622,1.649,5.799,0.846,14.667,11.417,1.618,1.758,1.754,23,13,5,41,4,1,0,7,1,10,13,19,32,2,4,19,12,6,12,32,2,2,0.833,0.308,0.481,1,1,2,44.293,36,38.58,5,0.339,0.01,0.01,1.951,2.113,2.107,27.444,2.153,1.689,6.391,0.875,16.285,11.607,2.103,2.013,1.966,30,9,14,53,5,3,2,4,0,11,16,25,34,4,8,29,21,3,15,32,6,1,0.936,0.764,0.452,1,3,1,49.607,39,36.668,9,0.346,0.732,0.732,1.767,1.652,1.643
CAR,2016,CAR,2016020393,CAR,ANA,AWAY,20161207,Team Level,4on5,0,0,0,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.582,0.365,0.313,0.78,0.105,2.175,1.263,0.359,0.365,0.359,4,1,3,8,0,1,0,0,0,1,3,4,5,0,0,2,1,0,1,4,1,0,0.187,0.178,0,0,0,0,8,5,5,0,0.074,0.178,0.178,0.261,0.261,0.258
CAR,2016,CAR,2016020393,CAR,ANA,AWAY,20161207,Team Level,5on4,1,1,1,456,10.768,1.339,0.859,2.199,0.309,6.739,3.555,1.339,1.339,1.339,9,6,3,18,1,0,0,2,0,7,5,8,14,0,0,3,1,0,2,13,0,2,0.119,0,1.221,0,0,1,18,15,15,0,0.228,0,0,1.567,1.567,1.566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
